,Question,Answer,Buffett_statement
10,"Well, I was going to ask, what’s the response been like from corporate America?","Well, you know, the book just came out, so I’m very hopeful. And one of the reasons I’m talking on your show, Barry, is to get this idea out there. It’s already starting in some ways, but the idea behind it is once there’s a buyer, in other words, all these big companies have to do is make the list public. What we will consider in lieu of a college degree and then a whole ecosystem, hopefully, will develop the supporting online resources and tutoring services were developed to help applicants pass these tests and courses and meet the new demand from these top companies. Great thing about this is none of it would require government involvement, and the cost would be much, much lower than the current systems.
Now you might ask …",0
11,Sounds …,"… what do you do for students with disadvantaged backgrounds from disadvantaged backgrounds. And I would assume they were also developed as long as there was this demand at the end of the day for passing these courses is that there would also be prerequisite courses that would develop as well, whether online or in-person teaching and supporting resources that would all be rated like Uber drivers and Airbnb rentals.
Once again, none of it would require government involvement. They would be setting standards. They wouldn’t need government funding.
Now, this is already starting. Google has already created six-month certificate courses in a few technical areas, which, if you pass, they’ll consider you for a job. But I’m suggesting something much simpler where companies just set standards of which existing tests or new test that they would look at or courses or certificates that you could receive that they’ll consider. So I think it would really jumpstart this whole sort of runaround. You know, in other words, don’t play him in golf, run around the current system because it’s just so unfair. This is what the 10 out of 11 could try to pursue without any government assistance.
It’s not ideal. It’s not first choice. Of course, we want great schools and we could just keep working at it, but this is something these major corporations can do right now &#8212; set these standards and then hopefully this whole ecosystem will get going.",0
12,"Quite fascinating. Let’s talk a little bit about too big to fail banks. You wrote, quote, &#8220;Banks are almost wired to get into trouble,&#8221; unquote. Explain.","Well, it’s pretty straightforward. You know, money is fungible, so who pays the most? The depositors. Who lends money to borrowers the cheapest and with the easiest terms is who wins. The industry is competitive and it’s very leveraged. So pretty straightforward why banks are wired to get into trouble.
So what can we do to make these banks no longer too big to fail? How do we make them safer for both taxpayers and investors?",0
13,"Well, you know, in 2008, after the 2008 banking crisis, there are plenty of regulations including Dodd-Frank and made the whole system a lot safer than it was. But more regulations have very high costs. There’s a lot of repercussions from a lot of regulations (inaudible). You know, mostly only big banks can handle them. Smaller banks are dropping and closing like flies, and almost no new small bank charters are being applied for because small banks can’t afford all these regulations.
Also under the system, banks are penalized for making small business loans. It hits them from the new risk factor, so corporate bank loans under a million dollars dropped by 75 percent since 2008. And we know what’s happened to new business formation. It’s way, way down.
The other problem is we also have itself too big to fail. The Minneapolis Feds still &#8212; came out with a study saying that it’s still two out of three chance that we’ll need another government bailout in the next century. And so we are hurting small businesses and small banks, and we have itself too big to fail with all these regulations. So I write in the book about &#8212; I tell a story about in the &#8212; the late 18th century, early 19th century, the English used to ship their prisoners to Australia. And in one of the earliest trips about 40 percent of the prisoners died along the way, which was horrific.
And so how would you solve a problem like that? Well, obviously, you could solve it with more regulations covering the medical care for the prisoners, and food on board, and safety and cleanliness, and put more government monitors onboard. There’s a lot of things you could do to try to solve that problem.
The other thing you could do is to change the incentives from the beginning and say to the ship captains, &#8220;We’ll pay you for the prisoners if they get to Australia alive and well, and we’ll penalize you for those who don’t,&#8221; right? So it’s setting incentives up from the beginning rather than micromanaging all the regulation.
And so I suggest sort of the same thing with banks. You know, when a restaurant fails, the economy doesn’t skip a beat. It’s not true with banks. The financial system is too big, it’s too intertwined. And &#8212; and we need to do something.
Right now we’re really the backstop, meaning we do have to bailout the banks if &#8212; if things turn bad, especially the biggest ones. And so one of the clear answers would be if, you know, there’s less than 10 percent equity cushion in the banks, there have been a lot of things in Dodd-Frank that, you know, go to risk control, types of equity, things of that nature.
But I just suggest in the book that if we brought &#8212; if we set the incentives up correctly upfront so that you had 20 to 30 percent equity, what I suggest is a new type of preferred, not &#8212; not common equity. But to increase by 10 percent common equity to 20 or 30 percent using a new type of preferential preferred, where the preferred is deductible for the bank, it’s tax-free for the holder. So obviously it’s helping the banks.
But when things go bad for the banks, if you don’t have 30 percent equity, anything that goes bad is the bank’s problem. It’s like the restaurant failing.","Well, it’s pretty straightforward. You know, money is fungible, so who pays the most? The depositors. Who lends money to borrowers the cheapest and with the easiest terms is who wins. The industry is competitive and it’s very leveraged. So pretty straightforward why banks are wired to get into trouble.
So what can we do to make these banks no longer too big to fail? How do we make them safer for both taxpayers and investors?",0
14,Right.,"No one really CARES. It’s an equity holder, and I suggest the incentives are set-up that both the board and management are incented by the combined value of the equity and the preferred as if they’re stapled together as one security. So we set the incentives up correctly. You’d still have a leveraged returned from the common equity portion. But if there’s any problems, it would be covered by the preferred holders.
It sounds like we’re giving a bonus to the banks to make this deductible for the banks and to make it tax-free, but actually we &#8212; we won’t have too big to fail anymore. We’ll have plenty of equity and they’ll cover their own. The &#8212; the losses will fall where they should. The incentives will be aligned correctly from the beginning. It’s &#8212; it’s a pretty simple solution to a difficult problem.",0
15,"Right. That would require a little bit of legislation to both create that class of preferred, make it deductible to the bank and make it tax-free to the investors is &#8212; and essentially, you’re asking the investing public to step in in place of the taxpayer to make sure banks have a big enough capital cushion.","Right. We’re already supporting banks for a good reason, right? We already support them so that depositors don’t lose their money and we don’t have (inaudible) depression. So this is more upfront way of doing it.
If we’re just a backstop that’s going to have to backstop in a crisis, we’re there but it’s kind of hidden. Here …",0
16,Right.,"… we take care of it upfront. Yes, we’re giving a benefit to the preferred, but we’re very upfront about it. And we then align the incentives exactly how they should be, that shareholders whether the preferred or common will take all the losses, not the government.",0
17,"And this solves too big to fail because even if there’s a major crisis and banks lose 15, 20, 25 percent of their capital it doesn’t wipe them out.
If I remember in the book, banks currently are running seven, eight, nine percent of capital reserve. Is that about right?","They are. And I go &#8212; I go through the math. I mean, you know, with all the different risk controls and &#8212; and then there is subordinated debt that turns into equity now, but I argue in the book that we’re not going to really pull that lever. We’re not going to force some big bank to convert its subordinated debt into equity even though that’s one of the options we now have. And &#8212; and that’s because, you know, it’ll cost a crisis of its own. It’ll cause a cascade. And that’s what Neel Kashkari argues, too, at the Minneapolis Fed. And &#8212; and I agree with that.
(COMMERCIAL BREAK)",0
18,"So if we make this new type of preferred available, it becomes strictly voluntary for the banks to do it or are they obligated to change our capital structure to have 15, 20, 30 percent capital and reserve with this new type of preferred share class?","Right. So if they want to be free of certain regulations that are protective otherwise, they can issue this preferred and &#8212; and therefore take the risk themselves. Otherwise, they’d be subject to a lot of restrictions on the type of loans they can make and things of that nature so &#8212; which is stuff we’re already doing.",0
19,Quite fascinating. Let’s talk a little bit about what’s going on with young people today investing. What do you think of the rise of Robin Hood investors? Is this a good thing or is this just bored millennials at home without access to sports or socializing?,"Barry, I don’t think it’s a great thing. I think it is good to be exposed to investing for most people and to be thinking about saving for retirement. But I &#8212; you know, when we saw on the Internet bubble, you know &#8212; you know e-trade and the other discount brokers, most of those people lost a lot of money. I &#8212; I think you’re speculating without knowing what you’re doing is not a great idea.
And so, you know, I wrote a book called &#8220;The Big Secret,&#8221; and I think you’ve heard me say it’s still big secret because no one thought that particular book, but talked about the best performing mutual fund. I wrote in 2011 for the decade 2000 to 2010, and that fund was up 18 percent a year when &#8212; during a decade where the market was flat. Yet the average investor in that fund managed to lose 11 percent by moving in and out at all the wrong time.",0
20,Right.,"And that’s because people are emotional. If you don’t really understand what you’re investing in, you pile in when things are going well. You pile out when they’re not going well. When something’s working, you put more in. When it’s not working, you put less in. And you make all the wrong moves. And I think when things turn around for these investors, it’ll end up not great.",0
21,"So you’ve been teaching for a long time, not only lecturing MBA students at Columbia, but you also teach a bunch of ninth graders at a high school in Harlem. What’s the difference between those two students and what are you trying communicate to each group?","Sure. Well, it’s interesting question. You know, I &#8212; I &#8212; I taught a couple of years the ninth graders for a semester. And I tried to, at a very early age, explain to them the concept of compounding. And I actually put on the front of their little notebooks a compound interest example, where if you start saving at age 19 and you put in $2,000 a year, and you do that for seven years, and you’re on 10 percent on your money. And then you never put in another nickel, you just do it for seven years starting at 19.
The other example, if you started age 26 and saved $2,000 a year invested at 10 percent and save for 40 years, meaning putting $2,000 a year starting at age 26 for 40 years, the &#8212; this these person who started investing at 19 and only putting seven payments of $2,000 ends up earning more money just with seven payments by the time they’re 65 than the person who started seven years later at age 26 and put in 40 payments. So it just talks about how starting to save and invest early is very important. And so teaching in ninth grade it’s important for students to understand that concept.
My average MBA student is already 27 so, of course, they had a lot going for them and so I’m not too worried about them. But it is a huge advantage to start early. And I &#8212; I &#8212; I made that very clear to both sets of students.",0
22,"That’s an astonishing data point that a seven-year head start beats investing annually for the same amount for 30 years. What do you think of ideas that have been floated by people? The governor of New Jersey floated the idea of baby bonds that we gift every person born in the United States a $5,000 in an account that they can’t touch until they’re either 25 or &#8212; or for college. What are your thoughts on &#8212; on something like that?","Well, I do like that idea. I think it takes advantage of compounding. I don’t think it’s nearly enough. I mean, the statistics retirement savings for most people are &#8212; are pretty horrific. Nearly half of working age families don’t have any retirement savings. The median family between ages 32 and 61 have about $5,000 in retirement savings. The average working age, low-income, black, Hispanic or non-college graduates have no retirement savings.
And here’s a terrible statistic. Nine in 10 families in the top fifth of the income chain have retirement savings. Nine of 10 at the bottom fifth do not. So we need to do something.",0
23,That’s amazing.,"And if you earn between $7 to $13 a year or you earn &#8212; I mean, an hour or $10 or $12 an hour, which is about 40 percent of hourly workers do, but Social Security gets you about $9,000 a year. So you need retirement savings. It’s a real, real problem. And we don’t have a system that really takes care of that.
So, you know, what I suggest in the book is that compound interest is something that we can take advantage of and we don’t. We’re kind of blowing it as a country. And so right now Social Security is really based on what you put in as sort of related to what you get out. And so what I suggest is really putting into Social Security, gets capped at $137,000 a year. So I don’t suggest raising taxes, but I do suggest that high earners keep contributing to their retirement above 137,000. They get to keep 80 percent of it, and then you get the tax benefits of saving that so it goes into like a 401(k) account.
But the remaining 15 or 20 percent that they don’t get to keep it, it gets taken off the top now gets put into the account &#8211; the accounts of low earners and people just started working so they can take advantage of this compounded interest at an early age. They don’t have any savings outside of Social Security.
And so I suggest a 401(k)-type account for everyone funded by the higher earners, yet the higher earners really are getting the tax benefit of being able to put 80 percent of their amount they put in above 137 into their own tax advantaged saving. So it’s not really raising taxes, it’s giving them an advantage, but it’s also helping out those who need it the most.",0
24,"So let me make sure I understand this because this is kind of complicated, but it’s really very intriguing. Right now, your FICA contribution, your Social Security contributions top-out at about 137 a year. That number creeps up a tiny little bit each year adjusted for inflation. But effectively, if you are Jeff Bezos or Elon Musk, you top-out on January 1st. You’re done paying FICA for the year.
What &#8212; what you’re suggesting is everything above 137 or some percentage above 137, you get to put into a 401(k)-like funds over and above what your current limitations are. Eighty percent of what you move in goes in as if it’s a pre-tax investment, so when you take it out on the other end you’re not paying taxes. And 20 percent of it gets moved into a fund that gets put into individual investors, a similar 401(k)-like fund that they manage and &#8212; and you start doing this for &#8212; pick a year &#8212; 25-year-olds and younger. So in other words, you’re planning about something to fix the looming retirement crisis for 25-year-olds. Is that a fair assessment?","Yeah, so it could start earlier than &#8212; whenever you start working and start paying in, you get a big supplement. Everyone gets a 401(k) account, which I think everyone should have to take advantage of compounding. So it would go to both young people and low earners. It will go to both.",0
25,"That’s quite fascinating. Let’s talk a little bit about something that hasn’t gotten much press lately, and that’s what we do with immigrants in the United States. What advantages does the country get from a broader and more open immigration policy?","That’s a great question. And &#8212; and, of course, immigration is a controversial topic. But there’s one area that’s very clear, and we’re completely blowing that, and it’s skilled immigration. According to the business roundtable, we come in embarrassingly second to last among developed countries welcoming skilled immigrants. The only country we’re better at &#8212; at admitting skilled immigrants is Japan, and Japan literally discourages immigration. And not only that, you have to speak Japanese pretty much.
You know, the United States has a huge advantage. You know, English is the universal language of business and science. Second to last is a really bad spot for us for skilled immigration. What’s the big deal about that?
Well, you know, I disclosed in &#8220;Common Sense,&#8221; the book, that skilled immigrants are actually a natural resource. We make &#8212; if you want to put it that way &#8212; half a million to a million dollars of fund &#8212; each one of them in today’s dollars for everyone we take in. And with that is the math of &#8212; of those immigrants and their kids that’s today’s dollars of how much they contribute versus how much they get back from the government. So we make half a million to a million dollars for each skilled immigrant we take in.
We also get close to two jobs for people already here. So for every skilled immigrant we take in, they create two jobs for people already here. So we not only get a pile of money, we also get two jobs. It’s a &#8212; it’s a free gold mine. And I’ll tell you why we should be encouraging it.
Immigrants have founded 51 percent of U.S. startups over a billion dollars.",0
26,Amazing.,"They were twice as likely to start a business as natives as natives are. They’re responsible for a quarter of the productivity growth over the last 20 years. And immigrants or their children have founded 216 of the Fortune 500 companies, which is pretty amazing.",0
27,"There was a data point in the book that I found astonishing. Microsoft had done an internal study. And for each H-1B1 visa immigrant that they bring to the U.S. to work for them internally at Microsoft, they recreate four additional jobs. How on earth is that possible? That &#8212; that just sounds astonishing.","Well, you know, if you can get the best and brightest from around the world and &#8212; and hire someone like that, they need support and &#8212; and they create value. And so that was a quote from Bill Gates that they did a study that &#8212; at Microsoft. I said across the country it’s two jobs for every one we take in. And Microsoft, I guess, it’s such a high level that they’re taking in, they create four jobs. So it’s pretty, pretty exciting.
The only problem is we don’t encourage them to come. I said we came in second to last. Our H-1B1 program, which allowed skilled immigrants to come in is &#8212; is broken. It’s difficult. It takes a long time. It’s expensive. It’s very uncertain whether someone can stay. It’s very limited.
We exceed our cap within about five &#8212; three times our capital fly within the first five days of eligibility every year. So …",0
28,Wow.,"… we’re discouraging them from coming in and we should encourage them.
Countries like Canada and Australia take anyone who will come who meet the government standards of skilled &#8212; you know, education and skill. And we don’t. We actually actively discourage them. And we actually have a better system than they do in some ways.",0
29,There was an &#8212; there was a article in Wired over the summer that discusses how Toronto has been feasting on tech workers that were frustrated with the U.S. H-1B visa programs and green card programs and general immigration programs. Are we letting some of our most value-creating and productive tech workers escape from America when we should really be much more welcoming and giving them a path to citizenship here?,"Yeah, I think that’s pretty clear. You know, I talked about all the money we would yield. I called it a free gold mine. It’s crazy. We’re &#8212; we’re throwing it away. I talked about all the money and the jobs we create by taking them in. But we actually have a system that should work even better than Canada and Australia. In Canada and Australia, they set government standards of who they’ll let in, you know, what &#8212; what kind of skilled labor. But that doesn’t mean they’re a good fit for a particular open job or that these people are ambitious. They just are people who meet government standards.
The way we work it with the H-1B is that there is an employer who actually wants to give you a job, so it’s very direct. In other words, it’s a one-to-one perfect match. And so I &#8212; I suggest that we use that system, that if an employer is willing to pay someone $60,000 or $70,000 a year, we can take as many of those as we want as long as that employer is willing to pay a 20 percent tax on top of that salary &#8212; in addition to that salary to the government.
You can take anyone you want. It ends up being cheaper than the current H-1B program. That’s very long. It’s much more certain. If you paid 20 percent tax for five years, you become eligible for a green card.
You know, it’s just unbelievable. I mean, countries that lack opportunity and political freedom and safety, things we have in space, they have what’s called a &#8220;brain drain.&#8221; And we should be a brain magnet. We have liberty, we have freedom, we have safety, we have opportunity. So, you know, the studies have shown that if &#8212; if you survey immigrants, we’re first choice. Second place is Germany and &#8212; and we beat them four to one. So we should take every right person, take all that money, take all those jobs that these skilled immigrants bring in.
I think it gets controversial because, you know, we have the Statue of Liberty. So very important (inaudible), you’re poor, you know, what about those seeking refuge or a better life? So I’m not addressing that with skilled immigrants.
But what I can say is this, we’re going to make so many money &#8212; so much money from taking, you know, a better skilled immigrant program that we can actually afford to take in for each skilled immigrant &#8212; one or two skilled immigrants, we can take eight or 10 unskilled immigrants, you know, and afford to take them in or we can bring in eight or 10 of kids who are already here out of childhood poverty. So we can do either one of those things.
I don’t want to get into an argument, which is a better thing to do, bring in more skilled immigrants to give refuge to people who want a better life here in our country. It’s been very important to our country and I think that’s important or to help the people already here. I don’t want to get into the argument what we should do with all the free money that we get by bringing skilled immigrants. All I argued is we should take the free money.",0
30,"What do you do with the 20 percent surcharge over hiring? What &#8212; where does that pool of capital go? Does that help the unskilled immigrants? Does that help? Any time there’s a big pile of cash, people get their eyes on it. What do you do with that money?","Yeah. Well, I would &#8212; I would put it into job training for the people already here. I &#8212; I would help, you know, employee is already here. Obviously, with the 20 percent premium that you’ll have to pay for a skilled immigrant, you would hire someone anybody who’s here so that you don’t have to pay the 20 percent extra. So you’re really taking in people that you can’t get here already.
But there are people who need more training here. That’s been a big problem. As we know, education is the answer. Job training is the answer to people who aren’t earning enough here. And we can take that 20 percent and put it to very good use in that area. That’s what I would suggest.",0
31,"How do you deal with some of the structural racism that’s built institutionally into United States that that Wired article I mentioned made reference to a number of programmers and other tech people who are people of color, and this was in both the Virginia part of the country outside of D.C. and outside of San Francisco. They felt that they were harassed by police because they look different even though both areas are filled with immigrants working in tech. And when the opportunity came to go to Toronto, they &#8212; they jumped on it. How big an issue is this?","Right. Well, in Toronto they &#8212; they had the chance for citizenship that they &#8212; they didn’t have here under our current system, so that’s part of it. And this has been a problem across the world. You know, it’s happening in Europe where people who look a little different aren’t very well-absorbed into the local economies.
We are the &#8212; still the biggest melting pot in the world. So with all our problems, we still have it better than everyone else. And we can provide that opportunity to immigrants here. They still want to come here. It’s still &#8212; we’re still the preference.
Second place, only a quarter of the people want to go to. There’s 147 million skilled immigrants who want to come here. So yes, there are problems. I think we have less than many other countries, particularly in Europe. And I think we’re a bigger melting pot than any other country in the world. So I &#8212; I &#8212; I acknowledge the issues. I’m not going to argue with them. I’m saying we’re &#8212; in comparison, we’re still in pretty good shape. We’re &#8212; we’re still welcoming, in general.",0
32,"Let’s pivot to your bread and butter &#8212; value investing. You famously gave away the magic formula, which has a wonderful long-term track record. But as we’ve seen over the past five years, value investing has struggled. What’s going on in in value land?","Well, you know, I gave a speech, you know, in the last year called this &#8220;value investing debt.&#8221;",0
33,And?,"And my answer was yes, no, maybe and I don’t care.
(LAUGHTER)
And the reason for that is it really depends on how you define value. If you define it like Russell or Morningstar where it’s low price book, low price sales investing, it’s had a tough time, an &#8212; an extraordinary time.
Last five years, growth &#8212; the way they define it at Morningstar or Russell &#8212; has outperformed value by 11 percent per year. Last three years, it’s 17 percent per year growth outperforming value. The last 12 months, it’s about 43 percent. These are phenomenal numbers. These are numbers bigger than during the five years before the top of the Internet bubble. These are slightly bigger, slightly bigger to discrepancy between growth and value.
So your question is &#8212; is very good. If you define value like we do, which is figure out what a business is worth and pay a lot less, that’s what I define as value investing. And, you know, Ben Graham would say leave a large margin of safety, then that’s never really going to go out of style. We &#8212; we look at companies like we’re a private equity firm. No private equity firm buys a business because it’s a low price book or little price sales. They’re really looking at cash flows.",0
34,Right.,"OK. So while in a period like this where anything that’s somewhat out of favor, even though it’s not low price book, low price sales, they rhyme together. And if people are willing to pay growth at any price, then that’s not going to be a good period for any style of value investing.
But if &#8212; and the question is is value investing dead or is it going to continue, it comes down to how you define it. And people will always come back to valuation. It’s based on cash flows and how much those cash flows are going to grow over time. As Buffett would always say, growth and value were tied at the hip. They’re part of the same equation, figuring out value. So once again, we’re talking about definitions.",0
35,"So one of the interesting …
(COMMERCIAL BREAK)","OK. So while in a period like this where anything that’s somewhat out of favor, even though it’s not low price book, low price sales, they rhyme together. And if people are willing to pay growth at any price, then that’s not going to be a good period for any style of value investing.
But if &#8212; and the question is is value investing dead or is it going to continue, it comes down to how you define it. And people will always come back to valuation. It’s based on cash flows and how much those cash flows are going to grow over time. As Buffett would always say, growth and value were tied at the hip. They’re part of the same equation, figuring out value. So once again, we’re talking about definitions.",0
36,"I don’t want to call it post mortems, but analyses on why growth has been doing so well relative to value over the past 10 years, is that in an era of low inflation and very low rates? Capital intensive industries like tech and growth, it’s a very inexpensive input to them versus high inflation or higher rate regimes. Value is presented an opportunity to shine because it apparently needs less capital. What &#8212; what are your thoughts on those sort of analyses of &#8212; of value versus growth these days?","Right. Well, that’s a great question. And so if you’re talking about low price book investing, of course, it’s &#8212; it’s very relevant. If you’re talking about cash flow-oriented investing, it gets a little bit more nuanced. So let me describe it this way.
For many, many years before the last decade or so, stocks stuff that were low price book, low price sales tended to outperform the market for a period of 30, 40 years. And what that meant is that if you were buying a company close to its book value, meaning you aren’t giving much of a premium to the value of the business underlying the purchase, then if you put a bucket of company selling at low price book, you were tending to get more than your fair share of companies that were out of favor. So it correlated well with more than your fair share of companies that were out of favor and maybe too out of favor and so you could get an excess return.
Same way as momentum has worked for 30, 40 years, not just in this country, but across the globe. Let’s say it didn’t work for the next two years. It could be that it’s just cyclically out of favor. It works over the long-term, you just have to be patient or it could be momentum doesn’t work over the next two years because the trade has become crowded and it’s degraded. And that’s why it didn’t work.
Two years from now I would know the answer. Is it &#8212; is momentum just cyclically out of favor or it was the trade now because it’s not so hard to figure out a stock used to be down here and now it’s up here? Has it become crowded and degraded because everyone knows about it?
Two years from now I would know the answer. So the way I’d answer your question is this. Low price book, low price sales momentum are all things that, in the past, had correlated with good returns. We really look for causation. And since stocks for ownership here is a business and we’re valuing them just like a private equity investor would, OK, and that’s based on cash flows, you know, are the intangibles earning money? They’re not earning money. Those are questions that translated the cash flow and how much am I paying for that cash flow and how much am I paying for that growth.
And so, you know, what we’re looking for is valuation of a business, taking all those things into account and trying to buy it at a discount. And it’s possible the market doesn’t recognize that. And, you know, if you look at the last year, if you bought every company that lost money in 2019, 2020 is &#8212; is a little messed up because of COVID and the second quarter had weird earnings, so let’s just look at the companies that lost money in 2019.
If you bought every company that lost money in 2019 that had a market cap over $1 billion, and so they’re about 261 of those and you bought every single one of those companies, you’ll be up 65 percent so far this year.",0
