,Question,Answer,Buffett_statement
36, What filters do you use when looking at companies?,"We know instantly whether a business is something we're going to understand, and whether it's a business that's going to have a sustainable edge, and that gets rid of a very significant percentage of opportunities. I'm sure people regard me and Charlie as very arbitrary--in the middle of the first sentence, we'll say, ""We appreciate the call, but we're not interested."" I'm sure that if they explain something I might get buttered on it, but we really can tell in the middle of the first sentence whether those two factors exist.We can sometimes tell by who we're dealing with, whether a deal is ever going to work out or not. I mean, if there's an auction going on, we have no interest in talking about it. If someone is interested in doing that with their business, then they're going to want to sit down and renegotiate everything with us all over again after the deal is done.We don't want to listen to stories all day, and we don't need brokerage reports. There's other things to do with your time.-----------------------------------------------------Q - Besides the type of management that you look for, when you look at financials you make decisions rather quickly. In regards to the financial information and the business overall what factors do you look at?We make quick decisions because we have filters before we get to the point of making a decision.Filter #1 – Can we understand the business? What will it look like in 10-20 years? Take Intel vs. chewing gum or toilet paper. We invest within our circle of competence. Jacob’s Pharmacy created Coke in 1886. Coke has increased per capita consumption every year it has been in existence. It’s because there is no taste memory with soda. You don’t get sick of it. It’s just as good the 5th time of the day as it was the 1st time of the day.Filter #2 – Does the business have a durable competitive advantage? This is why I won’t buy into a hula-hoop, pet rock, or a Rubik’s cube company. I will buy soft drinks and chewing gum. This is why I bought Gillette and Coke.Filter #3 – Does it have management I can trust?Filter #4 – Does the price make sense?Since 1972 we have made no change in the marketing, process etc. Take See’s candy. You cannot destroy the brand of See’s candy. Only See’s can do that. You have to look at the brand as a promise to the customer that we are going to offer the quality and service that is expected. We link the product with happiness. You don’t see See’s candy sponsoring the local funeral home. We are at the Thanksgiving Day Parades though.",1
37, How would you recommend an individual investor who follows the Graham and Dodd philosophy to allocate their capital today?,"Well, it depends whether they are going to be an active investor. Graham distinguished between the defensive and the enterprising and that. So if you are going to spend a lot of time on investment, you know I just advise looking at as many things as possible and you will find some bargains. And when you find them, you have to act. It doesn't -- it hasn't changed at all since I was here in 1950, 1951. And it won't change the rest of my life. You start turning pages. When I got out of school, I turned every page in Moody's 10,000-some pages twice, looking for companies. And you have to find them yourself. The world isn't going to tell you about great deals. You have to find them yourself. And that takes a fair amount of time. So if you are not going to do that, if you are just going to be a passive investor, then I just advise an index fund more consistently over a long period of time. The one thing I will tell you is the worst investment you can have is cash. Everybody is talking about cash being king and all that sort of thing. Most of you don't look like you are overburdened with cash anyway. Cash is going to become worth less over time. But good businesses are going to become worth more over time. And you don't want to pay too much for them so you have to have some discipline about what you pay. But the thing to do is find a good business and stick with it.Becky - Does that mean you think we are through the roughest times? You had always kept the cash word around, too.We always keep enough cash around so I feel very comfortable and don't worry about sleeping at night. But it's not because I like cash as an investment. Cash is a bad investment over time. But you always want to have enough so that nobody else can determine your future essentially. The worst -- the financial panic is behind us. The economic spillout which came to some extent from that financial panic is still with us. It will end. I don't know if it will end tomorrow or next week or next month. Or maybe a year. But it won't go on forever. And to sit around and try and pick the bottom, people were trying to do that last March and the bottom hadn't come in unemployment and the bottom hadn't come in business but the bottom had come in stocks. Don't pass up something that's attractive today because you think you will find something way more attractive tomorrow.----------------------------------------------------We have $16 billion in cash not because of any predictions about a market decline, but because we can't find anything that makes us want to part with that cash. We're not positioning ourselves. We just try to do smart things every day, and if there's nothing smart, then we sit on cash.",1
38, What impacts have Graham/Dodd and Phil Fisher had on your investment philosophy? What percentage of your investment philosophy would you attribute to each of them?," Ben Graham was a truly formidable mind, and he also had a clarity in writing, and we talk over and over again about the power of a few simple ideas thoroughly assimilated, and that happened with Graham's ideas which came to me indirectly through Warren, but some also directly from Graham. The interesting thing for me is that Buffett the former protégé--by the way Buffett was the best student Graham had in 30 years of teaching at Columbia--became better than Graham. That's the natural outcome--as Milton said, ""If I've seen a little farther than other men, it's by standing on the shoulders of giants."" So, Warren stood on Ben's shoulders, but he ended up seeing more than Ben. No doubt somebody will come along and do a lot better than we have.   Ben Graham was a truly formidable mind, and he also had a clarity in writing, and we talk over and over again about the power of a few simple ideas thoroughly assimilated, and that happened with Graham's ideas which came to me indirectly through Warren, but some also directly from Graham. The interesting thing for me is that Buffett the former protégé--by the way Buffett was the best student Graham had in 30 years of teaching at Columbia--became better than Graham. That's the natural outcome--as Milton said, ""If I've seen a little farther than other men, it's by standing on the shoulders of giants."" So, Warren stood on Ben's shoulders, but he ended up seeing more than Ben. No doubt somebody will come along and do a lot better than we have..  Ben Graham was a truly formidable mind, and he also had a clarity in writing, and we talk over and over again about the power of a few simple ideas thoroughly assimilated, and that happened with Graham's ideas which came to me indirectly through Warren, but some also directly from Graham. The interesting thing for me is that Buffett the former protégé--by the way Buffett was the best student Graham had in 30 years of teaching at Columbia--became better than Graham. That's the natural outcome--as Milton said, ""If I've seen a little farther than other men, it's by standing on the shoulders of giants."" So, Warren stood on Ben's shoulders, but he ended up seeing more than Ben. No doubt somebody will come along and do a lot better than we have.   Ben Graham was a truly formidable mind, and he also had a clarity in writing, and we talk over and over again about the power of a few simple ideas thoroughly assimilated, and that happened with Graham's ideas which came to me indirectly through Warren, but some also directly from Graham. The interesting thing for me is that Buffett the former protégé--by the way Buffett was the best student Graham had in 30 years of teaching at Columbia--became better than Graham. That's the natural outcome--as Milton said, ""If I've seen a little farther than other men, it's by standing on the shoulders of giants."" So, Warren stood on Ben's shoulders, but he ended up seeing more than Ben. No doubt somebody will come along and do a lot better than we have..  Ben Graham was a truly formidable mind, and he also had a clarity in writing, and we talk over and over again about the power of a few simple ideas thoroughly assimilated, and that happened with Graham's ideas which came to me indirectly through Warren, but some also directly from Graham. The interesting thing for me is that Buffett the former protégé--by the way Buffett was the best student Graham had in 30 years of teaching at Columbia--became better than Graham. That's the natural outcome--as Milton said, ""If I've seen a little farther than other men, it's by standing on the shoulders of giants."" So, Warren stood on Ben's shoulders, but he ended up seeing more than Ben. No doubt somebody will come along and do a lot better than we have.   Ben Graham was a truly formidable mind, and he also had a clarity in writing, and we talk over and over again about the power of a few simple ideas thoroughly assimilated, and that happened with Graham's ideas which came to me indirectly through Warren, but some also directly from Graham. The interesting thing for me is that Buffett the former protégé--by the way Buffett was the best student Graham had in 30 years of teaching at Columbia--became better than Graham. That's the natural outcome--as Milton said, ""If I've seen a little farther than other men, it's by standing on the shoulders of giants."" So, Warren stood on Ben's shoulders, but he ended up seeing more than Ben. No doubt somebody will come along and do a lot better than we have.",0
39, What impacts have Graham/Dodd and Phil Fisher had on your investment philosophy? What percentage of your investment philosophy would you attribute to each of them?,"Well, good things would have happened with following either party. Graham obviously had more influence on me than Phil. I worked for Ben, I went to school under him, and his three basic ideas: look at stocks as businesses; have a proper attitude toward the market; and operate with a margin of safety--they all come straight from Graham. Phil Fisher opened my eyes a little more toward trying to find a wonderful business. Charlie did more of that than Phil did, but Phil was espousing that entirely, and I read his books in the early 60s. Phil's still alive, and I owe Phil a lot, but Ben was one of a kind.I enjoyed making money more than Ben. With Ben it really was incidental, at least by the time I knew him. The process, the whole game, didn't interest him more than a dozen other things may have interested him. With me, I just find it interesting, and therefore I've spent a much higher percentage of my timing thinking about investing, and thinking about businesses. I probably know way more about businesses than Ben ever did. He had other things that interested him. I pursued the game quite a bit differently than he did, and therefore comparing the record is not proper.",1
40," Since Ben Graham isn't around anymore, what money managers do you respect today? Is there a Ben Graham today?","You don't need another Ben Graham. You don't need another Moses. There were only Ten Commandments; we're still waiting for the eleventh. His investing philosophy is still alive and well. There are disciples of him around, but all we are doing is parroting. I did read Phil Fisher later on, which showed the more qualitative aspects of businesses. Common stocks are part of a business. Markets are there to serve you, not to instruct you. You can often find a couple of companies that are out of line. Find one; get rich. Most people think that what the stock does from day to day contains information, but it doesn't. It isn't just something that wiggles around. The stock market is the best game in the world. You can take advantage of people who have no morals. High prices inside of a year will typically be 100% of the low price. Businesses don't change in value that much. That is simply crazy. There are extreme degrees of fluctuation, and Mr. Market will call out the prices. Wait until he is nutty in one direction or the other. Put in a margin of safety. Don't find a bridge that says no more than 10,000 pounds when you have a 9800 pound vehicle. It isn't a function of IQ, but receptivity of the mind.When investing you don't have to invest in all 10,000 companies available, you just have to find the one that is out of line. Mr. Market is your servant. Mr. Market is your partner and wants to sell the business to you everyday. Some days he is very optimistic and wants a high price, others he is pessimistic and will sell at a low price. You have to use this to your advantage. The market is the greatest game in the world. There is nothing else that can, at times, get this far out of line with reality. For example, land usually only fluctuates within a 15% band. Negotiated transactions are less volatile. Some get this; others don't. Just keep your wits about you and you can make a lot of money in the market.",1
41," If you were to teach an investment course, besides works by Ben Graham and Phil Fisher and your book on the instalment basis, what would be on the syllabus?","Exactly half of future investors are going to be in the bottom 50%. There is so much that’s false and nutty in business schools. Reducing the nonsense would be a good goal. Emotional makeup is more important than technical skill. Absolutely. If you think your IQ is 160 and it’s really 150, you’re a disaster. A student in one of the groups asked me, “What are we learning that’s wrong?”. How do you answer in only one hour? laughter  Exactly half of future investors are going to be in the bottom 50%. There is so much that’s false and nutty in business schools. Reducing the nonsense would be a good goal. Emotional makeup is more important than technical skill. Absolutely. If you think your IQ is 160 and it’s really 150, you’re a disaster. A student in one of the groups asked me, “What are we learning that’s wrong?”. How do you answer in only one hour? laughter",0
42," If you were to teach an investment course, besides works by Ben Graham and Phil Fisher and your book on the instalment basis, what would be on the syllabus?","Q - how would you teach the next generation of investors?. I had 49 university groups, in clumps of six, visit me last year. An education in investing requires only two courses: How to Value a Business, and How to Think About Markets. You don’t have to know how to value all businesses. Start with a small circle of competence, things you can understand. Look for things that are selling for less than they’re worth. Forget about things you can’t understand. You need to understand accounting, which has enormous limitations. You need to understand when a competitive advantage is durable or fleeting. Learn that the market is there to serve you, not instruct you. In the investing business, if you have an IQ of 150, sell 30 points to someone else. You do not need to be a genius. You need to have emotional stability, inner peace and be able to think for yourself, since you’re subjected to all sorts of stimuli. It’s not a complicated game; you don’t need to understand math. It’s simple, but not easy. My experience has given me a jaundiced view of academia generally. Efficient market theory—that everything is priced appropriately—is bunk. There’s a certain degree to which ideas that are nutty take hold and propagate. Max Planck remarked about the resistance of the human mind to new ideas: “Science advances one funeral at a time.”",1
43, What's the temperament of successful investors?,"I think there's something to be said for developing the disposition to own stocks without fretting.  I think there's something to be said for developing the disposition to own stocks without fretting.. What's funny is that most big investment organizations don't think like this. They hire lots of people, evaluate Merck vs. Pfizer and every stock in the S&P 500, and think they can beat the market. You can't do it. Very few people have adopted our approach.  What's funny is that most big investment organizations don't think like this. They hire lots of people, evaluate Merck vs. Pfizer and every stock in the S&P 500, and think they can beat the market. You can't do it. Very few people have adopted our approach.. We read a lot. I don’t know anyone who’s wise who doesn’t read a lot. But that’s not enough: You have to have a temperament to grab ideas and do sensible things. Most people don’t grab the right ideas or don’t know what to do with them.  We read a lot. I don’t know anyone who’s wise who doesn’t read a lot. But that’s not enough: You have to have a temperament to grab ideas and do sensible things. Most people don’t grab the right ideas or don’t know what to do with them.. I think there's something to be said for developing the disposition to own stocks without fretting.  I think there's something to be said for developing the disposition to own stocks without fretting.. What's funny is that most big investment organizations don't think like this. They hire lots of people, evaluate Merck vs. Pfizer and every stock in the S&P 500, and think they can beat the market. You can't do it. Very few people have adopted our approach.  What's funny is that most big investment organizations don't think like this. They hire lots of people, evaluate Merck vs. Pfizer and every stock in the S&P 500, and think they can beat the market. You can't do it. Very few people have adopted our approach.. We read a lot. I don’t know anyone who’s wise who doesn’t read a lot. But that’s not enough: You have to have a temperament to grab ideas and do sensible things. Most people don’t grab the right ideas or don’t know what to do with them.  We read a lot. I don’t know anyone who’s wise who doesn’t read a lot. But that’s not enough: You have to have a temperament to grab ideas and do sensible things. Most people don’t grab the right ideas or don’t know what to do with them.. I think there's something to be said for developing the disposition to own stocks without fretting.  I think there's something to be said for developing the disposition to own stocks without fretting.. What's funny is that most big investment organizations don't think like this. They hire lots of people, evaluate Merck vs. Pfizer and every stock in the S&P 500, and think they can beat the market. You can't do it. Very few people have adopted our approach.  What's funny is that most big investment organizations don't think like this. They hire lots of people, evaluate Merck vs. Pfizer and every stock in the S&P 500, and think they can beat the market. You can't do it. Very few people have adopted our approach.. We read a lot. I don’t know anyone who’s wise who doesn’t read a lot. But that’s not enough: You have to have a temperament to grab ideas and do sensible things. Most people don’t grab the right ideas or don’t know what to do with them.  We read a lot. I don’t know anyone who’s wise who doesn’t read a lot. But that’s not enough: You have to have a temperament to grab ideas and do sensible things. Most people don’t grab the right ideas or don’t know what to do with them.",0
44, What's the temperament of successful investors?,"I think it's almost impossible to do well investing over time without this. If the market closed for years, we wouldn't care. Would still keep making Sees candy, Dilly bars, etc.If you focus on the price, you're assuming that the market knows more than you do. That may be the truth, but in that case you shouldn't own it. The stock market is there to serve you, not to instruct you.Focus on price and value. If a stock gets cheaper and you have some cash, buy more. We sometimes stop buying when prices goes up. This cost us $8 billion a few years ago when we were buying Wal-Mart. When we're buying something, we want the price to go down and down and down.You don't have to be right on everything or 20%, 10%, or 5% of businesses. You only have to be right one or two times a year. I used to handicap horses. You can come up with a very profitable decision on a single company. If someone asked me to handicap the 500 companies in the S&P 500, I wouldn't do a very good job. You only have to be right a few times in your lifetime, as long as you don't make any big mistakes.Ted Williams, in his book The Science of Hitting, talked about how he carved up the strike zone into different zones and only swung at pitches that were in his sweet spot. Investing is the same way.--------------------------------------------------The key is to have a “money mind,” which is not IQ, and then you have to have the right temperament. If you can’t control yourself, you’re going to have disasters. Charlie and I have seen it. The whole world in the late 1990s went a little mad in terms of investments. How could that happen? Don’t people learn? What we learn from history is that people don’t learn from history.""Grade yourself on your temperament. Temperament is the ability to not be swayed by the market. See what you are supposed to see."" - UCLA Q&A",1
45, Do you agree with Philip Fisher's two reasons to sell?,"Better off when you had 50 years ahead of you. Almost never sell operating businesses, and if we do, we do so because they can't fix their problem.  Better off when you had 50 years ahead of you. Almost never sell operating businesses, and if we do, we do so because they can't fix their problem.. Better off when you had 50 years ahead of you. Almost never sell operating businesses, and if we do, we do so because they can't fix their problem.  Better off when you had 50 years ahead of you. Almost never sell operating businesses, and if we do, we do so because they can't fix their problem.. Better off when you had 50 years ahead of you. Almost never sell operating businesses, and if we do, we do so because they can't fix their problem.  Better off when you had 50 years ahead of you. Almost never sell operating businesses, and if we do, we do so because they can't fix their problem.",0
46, Do you agree with Philip Fisher's two reasons to sell?,"To sell the business is written in the ground rules. Never going to be a takeover or sell business because street thinks unfocused. I don't quite agree with Fisher, think can ride some stocks forever.BRK2005 - We won’t sell a business just because it’s underperforming.",1
47, Could you explain more about the circle of competence?,"A foreign correspondent, after talking to me for a while, once said: “You don’t seem smart enough to be so good at what you’re doing. Do you have an explanation?” Laughter  A foreign correspondent, after talking to me for a while, once said: “You don’t seem smart enough to be so good at what you’re doing. Do you have an explanation?” Laughter. I said, “We know the edge of our competency better than most.” That’s a very worthwhile thing. It’s not a competency if you don’t know the edge of it.  I said, “We know the edge of our competency better than most.” That’s a very worthwhile thing. It’s not a competency if you don’t know the edge of it.. A foreign correspondent, after talking to me for a while, once said: “You don’t seem smart enough to be so good at what you’re doing. Do you have an explanation?” Laughter  A foreign correspondent, after talking to me for a while, once said: “You don’t seem smart enough to be so good at what you’re doing. Do you have an explanation?” Laughter. I said, “We know the edge of our competency better than most.” That’s a very worthwhile thing. It’s not a competency if you don’t know the edge of it.  I said, “We know the edge of our competency better than most.” That’s a very worthwhile thing. It’s not a competency if you don’t know the edge of it.. A foreign correspondent, after talking to me for a while, once said: “You don’t seem smart enough to be so good at what you’re doing. Do you have an explanation?” Laughter  A foreign correspondent, after talking to me for a while, once said: “You don’t seem smart enough to be so good at what you’re doing. Do you have an explanation?” Laughter. I said, “We know the edge of our competency better than most.” That’s a very worthwhile thing. It’s not a competency if you don’t know the edge of it.  I said, “We know the edge of our competency better than most.” That’s a very worthwhile thing. It’s not a competency if you don’t know the edge of it.",0
48, Could you explain more about the circle of competence?,"We are best at evaluating businesses where we can come to a judgment that they will look a lot like they do now in five years. The businesses will change, but the fundamentals won’t. Iscar will be better – maybe a lot bigger – in five years, but the fundamentals will be the same. In contrast, look at how much telecom has changed.Charlie says we have three boxes: In, Out and Too Hard. You don’t have to do everything well. At the Olympics, if you run the 100 meters well, you don’t have to do the shot put.Tom Watson the founder of IBM said, “I’m no genius. I’m smart in spots and I stay around those spots.” We have a lot of managers who are the same. You don’t want to compete with Pete Liegl the CEO of Forest River, Inc. because he’ll kill you in the RV business. But he doesn’t try to tell us how to run the insurance business.I was virtually there at the birth of Intel. I was on the board of Grinnell College with Bob Noyce one of the founders of Intel and Grinnell invested $300,000 into it at inception. I easily could have as well, but I had no idea then and still don’t now what Intel will look like in five years. Even people in the industry don’t. Some businesses are very, very hard to predict.. Was he referring to me or you? LaughterBRK2007 - What makes the difference is whether the people running them know their strengths and weaknesses and play when it is to their advantage and do nothing when it is not.",1
49, What two industries are the first you should learn when developing your circle of competence?,"Look for simple businesses. If I gave you $10M to invest right now and you only had three weeks to spend it and you could only spend it in Omaha, you’d look for simple, understandable, strong businesses. You look at the Nebraska Furniture Mart (NFM). You wouldn’t look at the third best fast food chain. You might look at McDonald’s, because it is number one and will probably always been number one. They have share of mind. What about Oracle? Too hard. GM? Too hard. You can’t predict the future for these two companies. Too many variables.Investment knowledge is cumulative, and things you learn will make you better in the future. Stick to things you understand. Mrs. B at NFM wouldn’t get paid in Berkshire stock. Why? She doesn’t know stocks, but she knows furniture down cold. How do you beat Bobby Fisher? Play him in anything except chess. Even young people have a circle of competence even if they don’t have their thoughts perfectly organized.",1
50, Is there a moral connection to who you invest in?,"Charlie and I went to Memphis to look at a chewing tobacco company. In the end, we decided we didn’t want to own it. We would buy stock in a tobacco company, but we didn’t want to own it.A good example is Charlie’s favorite company, Costco. They are the #3 distributor in the US of cigarettes, but you wouldn’t avoid buying it because of that. You’ll drive yourself crazy trying to keep track of these things. Our philosophy is that it’s impossible to grade marketable securities, but we’ll buy the stocks without any problems, but we just won’t be in certain businesses.My view is that energy production should move to nuclear. It’s clean, cheap and safe. Coal emissions are bad for the environment; however it’s still a good company. It’s impossible to grade marketable securities on moral activity. Berkshire Hathaway has and will buy what trades, but will not buy companies that engage in certain behaviors. PetroChina owns 40% of the oil in the Sudan that is government owned. If they did not own it, someone else would. Also, you have to keep in mind, if PetroChina did not buy it its possible the Sudanese would own 100% of the oil rights and that’s not so good either.I find it funny that people find time to protest PetroChina for ownership of the Sudanese oil, but with the $300 billion or so of imported goods from China, these same people don’t protest Chinese goods. They protest investment in Chinese companies though.",1
51, Who do you think will be one of the next greatest investors and are you partial to favoring someone with a similar investment style as yours?,"We just finished looking for someone. The Board has 3 candidates to replace me as CEO and 4 candidates to replace me as investor. They are all doing fine where they are, but they would be willing to come over to Berkshire for less pay.In 1969, I wound up my partnership and I had to help people find someone to manage their money. I recommended Bill Ruane of Sequoia Fund, Sandy Gottesman, who is currently on the board at Berkshire, and Walter Schloss, who I wrote about in “The Superinvestors of Graham and Dodds-ville”. There’s no way they could miss.But I don’t know many of the newer investors, they’re not my contemporaries. It’s not enough to just look at track records. They aren’t predictive and there will always be a few people that do well. I know guys who can make 50% a year with $5 million, but not with $1 billion. The problem with guys that do well is they attract so much money that it neutralizes their advantage. It’s hard to identify them, and even harder to make a deal to keep them from attracting other capital. It’s like betting on a 12 year old horse that won at 3 years old. It’s also important to avoid managers who use leverage. It’s the reason that investors with 160 IQs flame out.",1
52, What do you think of discounted cash flow (DCF) models?,"Some of the worst business decisions I’ve seen came with detailed analysis. The higher math was false precision. They do that in business schools, because they’ve got to do something.  Some of the worst business decisions I’ve seen came with detailed analysis. The higher math was false precision. They do that in business schools, because they’ve got to do something.",0
53, What do you think of discounted cash flow (DCF) models?,"All investing is laying out cash now to get some more back in the future. The concept of “a bird in the hand” came from Aesop in about 600 BC. He knew a lot, but not that he lived in 600 BC. He couldn’t know everything. laughter The question is, how many birds are in the bush? What is the discount rate? How confident are you that you’ll get the bird? Et cetera. That’s what we do. If you need to use a computer or calculator to figure it out, you shouldn’t buy the investment. Those types of situations fall into the “too-hard” bucket. It should be obvious. It should shout at you, without all the spreadsheets. We see something better. The priesthood has to look like they know more than “a bird in the hand.” You won’t get tenure if you say “a bird in the hand.” False precision is totally crazy. The markets saw it in the Long-Term Capital Management hedge fund in 1998. It only happens to people with high IQs. The markets of mid-September last year were such that you can’t calculate standard deviations. People’s actions don’t observe laws of math. It’s a terrible mistake to think higher math will take you a long way— you don’t need to understand it, and it may lead you down the wrong path.",1
54, Could you explain your opportunity cost decisions of the past year?,"Opportunity costs have been in the forefront of our minds during the last 18 months. It’s tougher to calibrate A, versus B, versus C in a fast-changing environment. Tougher and possibly more profitable. We got lots of calls for potential investments—most we ignored. We were called by Goldman Sachs on a Wednesday for $5 billion, and we already had a $5 billion commitment to Constellation Energy, $3 billion on Dow Chemical, $6.5 billion on the Wrigley Mars deal. We never want to get dependent on banks. It’s a good sign that we haven’t had the flurry of phone calls like last year. Normally, we would not have sold Johnson & Johnson if it were 10 – 15 points higher, but we wanted to have a comfortable amount of cash on hand. Our definition of comfortable is very comfortable.Comment: The real cost of any purchase isn’t the actual dollar cost. Rather, it’s the opportunity cost — the value of the investment you didn’t make, because you used your funds to buy something else.",1
55, What are your views on diversification?,"Sometimes, I have had more than 100% in an individual investment.  Sometimes, I have had more than 100% in an individual investment. Sometimes, I have had more than 100% in an individual investment.W  Sometimes, I have had more than 100% in an individual investment.W",0
56, What are your views on diversification?,"I have 2 views on diversification. If you are a professional and have confidence, then I would advocate lots of concentration. For everyone else, if it’s not your game, participate in total diversification. The economy will do fine over time. Make sure you don’t buy at the wrong price or the wrong time. That’s what most people should do, buy a cheap index fund, and slowly dollar cost average into it. If you try to be just a little bit smart, spending an hour a week investing, you’re liable to be really dumb.If it’s your game, diversification doesn’t make sense. It’s crazy to put money into your 20th choice rather than your 1st choice. “Lebron James” analogy. If you have Lebron James on your team, don’t take him out of the game just to make room for someone else. If you have a harem of 40 women, you never really get to know any of them well.Charlie and I operated mostly with 5 positions. If I were running 50, 100, 200 million, I would have 80% in 5 positions, with 25% for the largest. In 1964 I found a position I was willing to go heavier into, up to 40%. I told investors they could pull their money out. None did. The position was American Express after the Salad Oil Scandal. In 1951 I put the bulk of my net worth into GEICO. Later in 1998, LTCM was in trouble. With the spread between the on-the-run versus off-the-run 30 year Treasury bonds, I would have been willing to put 75% of my portfolio into it. There were various times I would have gone up to 75%, even in the past few years. If it’s your game and you really know your business, you can load up.Over the past 50-60 years, Charlie and I have never permanently lost more than 2% of our personal worth on a position. We’ve suffered quotational loss, 50% movements. That’s why you should never borrow money. We don’t want to get into situations where anyone can pull the rug out from under our feet.In stocks, it’s the only place where when things go on sale, people get unhappy. If I like a business, then it makes sense to buy more at 20 than at 30. If McDonalds reduces the price of hamburgers, I think it’s great.-------------------------------------------------The question is about diversification. I have a dual answer to that. If you are not a professional investor. If your goal is not to manage money to earn a significantly better return than the world, then I believe in extreme diversification. I believe 98% - 99% who invest should extensively diversify and not trade, so that leads them to an index fund type of decision with very low costs. All they are going to do is own part of America. And they have made a decision that owning a part of America is worthwhile. I don’t quarrel with that at all. That is the way they should approach it unless they want to bring an intensity to the game to make a decision and start evaluating businesses. Once you are in the businesses of evaluating businesses and you decide that you are going to bring the effort and intensity and time involved to get that job done, then I think diversification is a terrible mistake to any degree. I got asked that question the other day at SunTrust. If you really know businesses, you probably shouldn’t own more than six of them.If you can identify six wonderful businesses, that is all the diversification you need. And you will make a lot of money. And I can guarantee that going into a seventh one instead of putting more money into your first one is gotta be a terrible mistake. Very few people have gotten rich on their seventh best idea. But a lot of people have gotten rich with their best idea. So I would say for anyone working with normal capital who really knows the businesses they have gone into, six is plenty, and I probably have half of what I like best. I don’t diversify personally. All the people I’ve known that have done well with the exception of Walter Schloss, Walter diversifies a lot. I call him Noah, he has two of everything.---------------------------------------------------Q - How do you get confident enough with that smaller level of diversification?. If we were running only our own money, putting 75% of our net worth in a single position is not a problem if it is something we really have high confidence in. Putting 500% or more of your net worth in a position is a problem. Several times I have had 75% of my non-Berkshire net worth in a situation. You will see things where it would be a mistake not to act. You won’t see them often, and the press and your friends won’t be talking about them. Wouldn’t you say, Charlie? 75% is not a real significant amount?. You just had a good banker. Look at LTCM — they put 25x their money in things that had to converge but couldn’t play out the hand. There are people in this room with more than 90% of their worth in Berkshire. I saw things in 2002 in junk bonds that would have been worth going heavily into. You could have bought Cap Cities in 1974 — selling for one-third the property value, with the best manager, and in a good business. You could have put 100% in Coca-Cola when we bought it and that wouldn’t have been a dangerous position. Students learn corporate finance at business schools. They are taught that the whole secret is diversification. But the exact rule is the opposite. The ‘know-nothing’ investor should practice diversification, but it is crazy if you are an expert. The goal of investment is to find situations where it is safe not to diversify. If you only put 20% into the opportunity of a life-time, you are not being rational. Very seldom do we get to buy as much of any good idea as we would like to.",1
57, Would you consider spinning off some companies to realize value?,"Wall Street sells that stuff spin-offs for fees. It doesn’t really do much for anyone. Short of some regulatory change, we’re unlikely to spin something off.  Wall Street sells that stuff spin-offs for fees. It doesn’t really do much for anyone. Short of some regulatory change, we’re unlikely to spin something off.",0
58, Would you consider spinning off some companies to realize value?,"We will not be spinning off any companies. We can’t wait to throw them people who suggest spin offs out of the office. We have a real advantage in allocating capital—moving money around. When we buy companies from people, we buy them for keeps. People can trust us to keep our word on this. We have listened to presentation after presentation by investment bankers, but there is always a fee.Comment: A similar question was asked and addressed earlier in the meeting. Short of indefinite operating losses or intractable labor problems, Buffett is not going to spin-off subsidiaries like some poker player passing cards to his right in hopes of “realizing value,” when doing so would damage his reputation as a buyer (and keeper) of businesses.",1
59," Why would you hold stocks forever, if the fundamentals change permanently? (Buy and hold)","We don’t—we sell plenty. If we lose confidence or conditions change, we sell. When in doubt, we keep holding. But for our wholly-owned companies, we hold and won’t sell unless a company promises to lose money indefinitely, or there’s a labor problem. We buy for keeps and won’t sell, even if the offer is for more than the company is worth. If we were wrong, we sell. Last year, I sold a couple of billion dollars’ worth of Johnson & Johnson just to raise cash for other purposes—an unusual situation. Someone asked us earlier what we’d do differently if we owned the whole company Berkshire. The answer is: nothing. We run Berkshire as if we owned 100%. Our peculiarity is our commitment to buy for keeps. People who sell their businesses to Berkshire know we won’t hire some management consultant or leverage it up, and that’s a real advantage. The Berkshire system has legs, as they say in show business.",1
60, Why do you think more people don't follow your advice?,"The advice doesn’t promise enough.it’s not a “get rich quick” scheme, which is what a lot of other philosophies promise.",1
61," Why do you think that despite making your methods publicly available, that relatively few people have been able to emulate your success?","I asked Graham the same question. Everyone took his class at ColumbiaBusiness School. He used current examples, and by the end of the semester you would have a portfolio that would’ve made you money. Graham lived a life of sharing. He may have had more money hoarding, but lived happier because of it. The money’s just a figure in the paper, perhaps he would’ve died with 86 million instead of 42 million, but it doesn’t really matter. 90% of the people that took his class ended up doing something else.At age 11 I started investing, purchasing three shares of Cities Service Preferred. I had read every book on investing in the Omaha library. I was really into charting and technical analysis. I loved it, but didn’t make any money from it. At 19 I read Graham’s “The Intelligent Investor” and it changed my world. Did Ben lose because I read his book? Maybe we competed and he made less money, but it didn’t matter to Graham.The philosophy either takes immediately or it doesn’t at all. The reason gets down to temperament. People want to make money fast, but it doesn’t happen that way. Graham’s philosophy doesn’t promise enough for many people. You don’t know when it will happen, but you just wait for the fat pitches within your circle of competence. It’s not as exciting as guessing whether the stock price will go up the next day. Most investors in internet companies didn’t know the market cap. They were buying because they thought the stock would move, but if you asked them to write “I would buy XYZ company for $6 billion because”, they wouldn’t get halfway through the sentence. It’s the classic tortoise versus hare, bound to work over time. Charlie and I have educated competitors. Most don’t compete with us, though. It’s fine, we have more than enough money.",1
