,Question,Answer,Buffett_statement
15,"Right, not diversified, high risk, blah, blah, blah.","Right, well Warren Buffett has a good response to that as well. You know he says listen let&#8217;s say you sold out your business and you got $1 million and you are living in town and you want to figure out something smart to do with it. So you analyze all the businesses in town and let&#8217;s say there&#8217;s hundreds of business and you stick to &#8212; if you find businesses where the managements really good, the prospects for the business are good, it&#8217;s run well, they treat shareholders well, and you divide your million dollars between eight businesses that you researched well in town, no one would think that&#8217;s imprudent, they would actually think that was pretty prudent.
But when you get to call them stocks and you get stock quotes daily on these pieces of paper that bounce around put people put numbers on it and volatility and all these other things where really it&#8217;s not that meaningful, you know from one sense if you&#8217;re investing in businesses and you did a lot of research and invested in eight different businesses with the proceeds of your sale, people would think you&#8217;re a pretty prudent guy.
All of a sudden if you invested in stocks and did the same type of work, people think you&#8217;re insane, and it&#8217;s just an interesting analogy that I was think of when people make fun of me that I was that concentrating.",0
16,"You know the flip side of that is imagine if we got prints minute by minute for the valuation of our homes, people would lose their mind, they wouldn’t be able to manage it. So that understanding &#8212;","Well, imagine if you had a theory of buying homes, I&#8217;m going to buy the ones that went up the most last ready months or six months. I mean it&#8217;s a really good analogy. I usually use the house analogy all when people asked me how do we go about in valuing stocks and people understand completely when they&#8217;re buying a house, there are certain things you would do and we don&#8217;t do any different than owning a business.",0
17,"That makes a lot of sense. So now let me tack to what you&#8217;re doing currently, so whereas you previously returned a bunch of money to investors and hedge funds and saying hey we don&#8217;t think there is &#8212; this can scale enough that we can keep generating these returns for you. Now you&#8217;re going the opposite direction and saying okay, we&#8217;re going to look for something that can scale.
So tell us a little bit about the Gotham Index Plus portfolio. We were talking earlier are off-line about passive versus active, this is a little bit of both.","Right, so we didn’t run outside money until again after we returned it all in &#8217;94, we ran our &#8212; we had been lucky enough to keep our staff and run our internal money but in &#8212;",0
18,And how long did you do that for?,"14 years and then in 2009, we started taking outside money again it was really you know really starts really back when I was in business school and I had read that article about Benjamin Graham and actually did a study with a couple of my classmates, Rich Pzena, who is a famous money manager now and Bruce Newberg who is still a good friend of mine, and we did some work on Ben Graham&#8217;s formulas and we ended up doing a research paper and having it published in the Journal portfolio management back in about 1981, and had always been fascinated by that and over the years, we had really evolved more towards the way Warren Buffett invests, not just cheap, but cheap and good.
And I&#8217;ve been teaching at Columbia for a number of years, I have been doing that 22 years now, but you know that time in the early 2000s, I&#8217;ve been doing it for a bunch years in and we had been making money using the same principles that Buffett uses, you know buying cheap good businesses. And I wanted to prove that together with my partner Rob Goldstein, I wanted to prove that the what I&#8217;ve been teaching my students, what we had been using to make money worked very well just like we had shown that Ben Graham&#8217;s simple methodology still works back in the 70s and early 80s.
I wanted to show that what we had evolved more into the Warren Buffett way of earning money worked and we want to prove it in the same way that we had written that paper about. So we hired a computer analyst that could help us you know mine through data and we came up with some very simple metrics for good, you know, what&#8217;s a good business, and if you read through Buffett&#8217;s letters, it&#8217;s very clear, he is looking for businesses that earn high returns on tangible capital. And what that means is every business needs working capital, every business needs fixed assets, how well can it convert that working capital and fixed assets into earnings.
And in the book The Little Book That Beats The Market which I really wrote for my kids to understand this, I explained it this way, imagine you&#8217;re building a store and you have to buy the land and build the store and set up the displays and stock it with inventory and all that cost of $400,000. And every year if the store earns $200,000, that&#8217;s a 50 percent return on tangible capital, maybe I&#8217;ll open some more stores.
Then I compared it to another store and I call that store Just Broccoli, it&#8217;s not a very good idea just to sell Broccoli in your store, but you still have to buy the land, build the store, set up the display stock with inventory, still going to cost you roughly the $400,000 but because it&#8217;s basically a stupid idea just to sell broccoli, maybe you will only earn $10,000, that is 2.5 percent return on tangible capital.
And so all we said was all things being equal much preferred to own the business that can reinvest its money at 50 percent returns than 2.5 percent returns.
So that was one metric. Good. That&#8217;s what we looked at if you read through Buffett&#8217;s letters, that&#8217;s the first thing he&#8217;s looking for.
The other metric we looked at is cheap you know in the analogy I would use as a house you know, it&#8217;s $1 million house and one question you might ask is how much rent can I get for that thing?
And if you try to figure out whether that&#8217;s a good deal or not and if you get $80,000 a year in rent that&#8217;s an 8 percent yield in a two percent or three percent interest rate environment that today might look fairly attractive. So we sort of looked at how much cash is the business generating relative to the cost of buying the business, then we looked at whether it&#8217;s a good business, when they have the money, what do they do with it? Okay?
So we came out with two crude metrics for good and cheap and you know Ben Graham said by cheap Warren Buffett said if you could buy a good business cheap, even better, we combine those two, and we used a crude database. You know, a simple database that was publicly available, all for a price that was publicly available, and we went and tested those two simple concepts &#8212; good and cheap.
It&#8217;s not like we spun the computer thousands of times, this was the very first test we did and it came out so phenomenally well that I wrote a book about it called The Little Book That Beats The Market, that was the very first test we did, that&#8217;s what I wrote up.
But my partner Rob Goldstein and I looked at each other and said you know I would call that the not trying very hard method, we actually know how to value businesses, you know couldn&#8217;t we &#8212; it works so well without trying, could we even improve on this?
And so we built a big research team you know there&#8217;s 13 of us now, we have a seven person tech team and what we&#8217;re really trying to do is just take advantage of that initial research and actually valuing businesses and what we discovered was that and we were really building it for ourselves you know, hey can we do something with this?
But it turned out that only hundreds of names and being right on average was actually we can make more money because we would have much less volatile returns, we have and &#8212; we get what we expect more often by owning hundreds and being right on average and so it was very easy to put together as a long short portfolio, buying our favorite cheaper stock, shorting our most expensive, and because we were doing hundreds and because we&#8217;re very good at valuing businesses on average, okay, as opposed to having to be right on every single one when you own six or eight which turned out we made more money because we had spend less time getting negative returns with a diversified portfolio.
When we discovered that, we were willing to take outside money again.",0
19,And this was back in March 09 is that &#8212;,"We opened our first fund for institutions in March 09, we opened our first mutual fund in 2012. And we made some decisions back in 2009, number one, we said that most hedge fund managed, because we were long short investing &#8212; we&#8217;re charging too much, I have sat on Penn&#8217;s investment board for 10 years, UJA for 10 years and I saw most of the managers out there and not many justify one and a half in 20 or two in 20.
And the other part that&#8217;s wrong with the hedge fund businesses that when people pay those kind of prices, they are not very patient. So it&#8217;s the worst of all worlds. You know, you&#8217;re charging too much to your clients and they don&#8217;t stay very long because they&#8217;re either impatient when they&#8217;re there paying so much. So we made two decisions, one is to make our fees very reasonable so we didn’t have a performance fee, we just had depending on the strategy you know maybe 2 percent management fee with nothing else on the hedge fund as opposed to two and 20, that was pretty novel at the time.
And the other was that instead of locking people in for a year or two or three we said its monthly liquidity, we don’t want to run money for you if you don&#8217;t want to be with us.",0
20,30 days is not a big gate these days at all.,"Right, well the idea really was is that when you give a gate, every September or October, people have to decide whether they want to lock up for another year or two, when you have monthly liquidity, you&#8217;re never forcing them to make a decision maybe the wrong time, they can always have their money and it&#8217;s not a signaling device to say you should have a short time horizon, actually for what we do, you need a long time horizon. Well what it is a comfort to know you can always have it, and actually the money is stickier. So we thought those were two things wrong with the hedge fund business, people took out all the wrong times, they&#8217;re charging too much, so we would leave our investors with more money and ability to have their money anytime actually turned to be a very sticky business.
And that&#8217;s why three years later, we were able to get into the mutual fund business, not dilute our strategy, because we were not charging exorbitant rates, we weren&#8217;t charging a performance fee on our hedge funds, and so we were able to turn institutional quality hedge funds into mutual funds without diluting our strategy.
If you&#8217;re charging two in 20 to your or one and a half in 20 whatever it is to your investors, you can&#8217;t move into the mutual fund space and just charge 1.5 percent or 2 percent because &#8212; without diluting your strategy because your institutional investors would get upset. So what ended up happening is that we ended up going to the mutual fund area because we were charging very reasonable fees that would also work in a mutual fund area.
But this is what we discovered and this is my long-winded way of answering your question, your very good question, how did we get into the Gotham Index Plus Strategy which is our new strategy?
Well, it turns out and we know this, but once we were able to come to investment advisers who talk to individual investors much more closely than institutional clients, the problem with active management in general is that to beat the market you have to do something different than the market.",0
21,High active share is in the parlance of the industry.,"Right, to beat the market, you have to do something different. But your returns are going to, as a result zig and zag differently. So I wrote a book called The Big Secret in 2011 and I still say it&#8217;s a big secret because no one bought that or read that, so I&#8217;ll just tell you about it. In it, I wrote a few studies of remember I wrote in 2011, so I wrote up the decade 2000 to 2010, this was a period where the market was flat but the best-performing mutual fund for that decade was up 18 percent a year, it&#8217;s just that the average investor in that fund managed to lose 11 percent a year on a dollar weighted basis by moving in and out at all the wrong times.
And so every time the market went up, people piled into that fund, when market went down, they pile out, when the fund outperformed, they piled in, when the fund underperformed they piled out and they took that 18 percent annual gain when the market was flat so that&#8217;s great on an annualized basis over 10 year period to beat the market by 18 points, but for outside investors, they went in and out so badly that the average investor on a dollar weighted basis lost 11 percent a year and &#8212;",0
22,Astonishing.,"It&#8217;s astonishing and it&#8217;s typical even for institutions, I wrote up the study of institutional managers so I took a look at the you know that study which showed the top-performing institutional managers for the same decade, 2000 and 2010, who ended up with the best ten-year record? Quartile? And what &#8212; who ended up in the top quartile what did that look like?
And what the study showed was that 97 percent of those who ended up with the best 10-year record spent at least three of those 10 years in the bottom half of performance, not shocking, but everyone, because to beat the market, you have to do something different, you are going to have periods of outperform &#8212; underperformance and everyone did.
79 percent of those who ended up with the best ten-year record spent at least three of those 10 years, at least three of the 10 years in the bottom quartile of performance and what I love is that 47 percent half, they ended up with the best 10-year record, but they spent at least three of those 10 years in the bottom decile, the bottom 10 percent of performers.
So you know no one stayed with them but that&#8217;s how you end up with the best record.
So here&#8217;s a conundrum, there&#8217;s a minority of active managers who beat the market.",0
23,It&#8217;s still over a decade long period &#8212;,"Yes and it&#8217;s very hard to find them upfront before they beat the market and if you do, it&#8217;s almost impossible to stick with them because to beat the market you have to do something different than the market. So you know picking active managers has been over a loser&#8217;s game for a long time even if there are some that win, and it&#8217;s a minority, I agree it&#8217;s a minority. And so my partner Rob and I took a look at this problem said how can we solve this because part of the reason we&#8217;re doing this, we like making money but if we&#8217;re not making money for other people which is there really is not a lot of sense and once we got to the mutual fund area we wanted to help individual investors take advantage of the fact that we think we know what we&#8217;re doing.
So we develop something called Gotham Index Plus.",0
24,"So I was going to say Wes Gray of Alpha Architect, I don’t know if you are familiar with his work, has a piece I&#8217;m sure I&#8217;m mangling the title but it something along the lines that even God would lose clients as an active manager and I just find that hilarious.
So what are you doing so differently with the Index Plus compared to what you are doing previously with special situations and what did your research find about how you can work around this problem of individuals underperforming their own investments?","Yeah so it sounds almost like an impossible puzzle, but I&#8217;ll tell you how we solved it.
We said, number one, most people judge how they&#8217;re doing for better or worse by seeing if they beat the S&amp;P 500, that&#8217;s in this country and so we started there.
We said most people are going to stick with things if it&#8217;s beating the S&amp;P 500 and lose if it&#8217;s losing by too much to the S&amp;P 500, so we started with that base for Gotham Index Plus and we said you give us a dollar, we are going to buy the underlying stocks in the S&amp;P 500, we are going to put a dollar into that in the weights of the S&amp;P 500, so you give us a dollar, this is a mutual fund form, you give us a dollar, we re-create the S&amp;P 500 bottoms up, and put a dollar into the S&amp;P 500. Okay?
That doesn&#8217;t sound so hard to do and don&#8217;t think of ourselves as charging for that portion, that&#8217;s pretty easy to do.",0
25,And you doing this not with indices but with actual &#8212;,"Yes, we bought the individual stocks because as you&#8217;ll hear in a moment, we&#8217;re very, very tax efficient so it helps us to own the individual stocks.
Then we go out and we buy $0.90 more of our favorite S&amp;P stocks within the mutual fund and &#8212;",0
26,And how many are that is that second the plus part?,"What happens is we to the 250 out of the 500 stocks in the S&amp;P 500 that we like the best, we add $0.90 more of those in the order in which we like them. So the more we like something, the more we will add to it. And then we will short or we will sell $0.90 worth of the stocks we like the least, so we have a 90 long, 90 short, long short overlay on top of the dollar in the S&amp;P, but we do some things to mitigate because obviously if we are going to zig and zag too much, we want to have tracking error but positive tracking error.
People don’t mind winning all the time, it&#8217;s the losing part that they don&#8217;t like.",0
27,Of course.,"So we&#8217;re trying to mitigate the losing part, so what we do with buying the cheapest socks we can find putting $0.90 into them in addition to the index, the dollar already in the index and we are shorting $0.90 of our least favorite, but we want to balance that 90-90 so we have zero beta on that 90-90 because we&#8217;re already long a dollar in the market, we don’t want to keep the same beta as the market.
Number two we don&#8217;t want to drive tracking error, so we don’t want small stocks to drive returns, so some things let&#8217;s say 0.01 percent of the S&amp;P 500, we don&#8217;t want that driving our returns but we may really like that stock, we may think it&#8217;s really cheap so we will buy more of it and we may even buy five or eight times more of it but that&#8217;s only 0.05 or 0.08 percent, not really going to drive returns, we will buy as much as we can subject to the constraints that we don&#8217;t want to drive too much tracking error.
The third thing we do is we balance fundamentals. In other words the stocks were short at stock trading at 40, 50, 100 times earnings, these are hope stocks, people really think and they&#8217;re buying them now not on current earnings but in 2022, they think it&#8217;s going to be really great. So they&#8217;re buying these, these are hope stocks based on the future, they are training at 40, 50, 100 times earnings and but there are other reasons why people like them, maybe sales are growing really quickly your other aspects of the fundamentals are going well so we balance those fundamental.
So if you took a look at our long portfolio, we have just as good sales growth in the cheap stocks were buying the expensive stocks we&#8217;re shorting, so it&#8217;s they&#8217;re not unbalanced that way.
In other words, we&#8217;re just getting them cheaper, they&#8217;re cheaper, we&#8217;re making &#8212; we are buying the cheapest stocks we can find, we are shorting the most expensive subject to constraints that keep us in line. One is there&#8217;s a zero beta, two is that small stocks won’t drive returns, three is that we balance fundamentals so all we&#8217;re doing is buying companies that are doing really well and we are just getting them cheaper. And as a result, we have been &#8212; we just passed a three-year anniversary in this fund, we got five stars from MorningStar, but more importantly, we beat all 1,200 funds in our category which a large cap blend where the S&amp;P is.
And the most important parties is that we didn&#8217;t do nearly as well as I hope to do in the next three years, this was a very tough period for us. Even though we did very well relative to the other funds, we didn&#8217;t do very well relative to our expectations and the reason for that is because the market with you know, excluding the last two months, went straight up during those three years with no corrections.",0
28,You have a big leverage short.,"We are short hope stocks, the $0.90 we&#8217;re short are hope stocks, when you take risk and hope stocks and you get paid then you take more risk and you take more risk in and there&#8217;s no correction so that&#8217;s a very tough period for our short book.
Luckily our long book were not low as I said before, we are not low price-to-book low-price sales investors, we&#8217;re cash flow oriented investors and people get very optimistic about our cash flows and our businesses when things are going well so our longs were able to keep pace with our shorts and even add three points a year to the &#8212; to that and we sort of &#8212;",0
29,So the plus long did better than the plus short and you still have the underlying S&amp;P?,"Correct so as index plus, but the great news is, is that spread that 90 by 90 long short spread actually does better in bad markets.",0
30,"Well, that was my next question, you took the words out of my mouth, if we were to see forget even another 2000 to 2002 or 08, 09 but I&#8217;m trying to think of a comparable &#8212; I was going to say 73, 74 but that&#8217;s not all that different from 08 09, but if we see a run-of-the-mill 20 percent to 30 percent correction that last eight months, how would you expect this to perform?","Well those are our best markets for our spread so obviously the index portion would do all that well. But you would want, we viewed as an index and your own protection, in other words, for that portion your portfolio, you want to be 40 percent 50 percent, 60 percent net long, if that&#8217;s where your risk tolerance is, what&#8217;s the smartest way to take that 100 percent long allocation to the market of that 40 or 50, 60?
And so what we like about Index Plus is really like owning the index with protection attached because you take high-priced caching companies out or company selling at 100 times pretax free cash flow or 50 times, they are going to take those guys out and shoot them in bad markets. these are hope stocks. Those are to get crushed &#8212;",0
31,"Tesla, Netflix, going on the whole &#8212;","All those guys are going to get crushed you know it turns out, you know, through all our research and everybody else is that buying things that 100 times earnings or things that are losing money is pretty much the world&#8217;s worst strategy over time.",0
32,Shocker.,"And so in bad markets, even worse than that. Those stocks would get crushed, we&#8217;re buying stocks that are have huge cash flows, people have low expectations for them that&#8217;s why we&#8217;re getting them so cheap and so we know pay for high expectations in the long book, so when the low &#8212; bad news comes in, we didn’t pay for high expectations so our longs tend to hold up better, our shorts are getting killed, great spreads and bad markets.
And let me just tell you where I think the market is. We value &#8212; we have a big research team and we value all the companies in the S&amp;P 500, we also value the top roughly 3000 companies, but we value the stocks in the S&amp;P 500 every day for the last 28 years, bottoms up, so I can contextualize where do we stand today relative to those 28 years and right now we stand in the 16th percentile towards expensive over those 28 years. Meaning the market&#8217;s been cheaper 84 percent of the time for the S&amp;P, and cheaper 16 percent of the time.
Then I can go back and look at what&#8217;s happening &#8212;",0
33,You mean more expensive 16 percent of the time.,"It&#8217;s more expensive 16 percent of the time, cheaper 84 percent of the time, my apologies, so it&#8217;s expensive. And we can go back in time and look at what&#8217;s happened to the market over the next few years are from this valuation level in the past. It&#8217;s not a prediction, it&#8217;s just saying what&#8217;s happened from this valuation level in the past and the answer to that is your forward returns have averaged three percent to five percent, two year forwards, eight to ten, not negative because the market averaged nine percent to ten percent returns during those 28 years and that&#8217;s something we&#8217;ve come to get used to, not necessarily will continue in the future, but that&#8217;s what we&#8217;ve come to get used to. We&#8217;re more expensive than that.
So from the 16th percentile, expected returns about three percent to give percent, eight to ten over the next two years. So if we get close to what we&#8217;re thinking over the next year, three to five and we tested this over 17 years before we went live, we were able to add about seven points to that so we can anywhere close to that and the markets only earning three to five, people really are going to enjoy those extra returns at that time.
Our best returns are actually in not up three percent to five percent which is very good returns, above average returns, but negative returns, we had double-digit spreads in all the four years that we looked at that the market in our tests that the market was down and that will be very precious to have, not lose money.
So you own the Index Plus protection, it&#8217;s all more painless way to be long 100 percent long the market and we think people will stick with us because it&#8217;s the underperformance periods would be way mitigated based on the way we&#8217;re doing it and we are already long a dollar in the market.",0
34,"And you&#8217;re only owning companies that are within the S&amp;P 500, so my assumption is you can scale this pretty easily?","Right, well not only that but we also don&#8217;t buy big positions and small pieces of the S&amp;P 500, so we&#8217;re not worried about our capacity here, we&#8217;re just worried about getting high returns for investors .",0
35,"That is quite fascinating.
I very vividly remember this book coming out in 97, 98 something like that and exploding like it came out of left field, I don’t think a lot of the investing public necessarily knew who you were and suddenly this book was everywhere. What motivated you to write this 20 years ago? 20 plus years ago?","I can&#8217;t even explain why but I love investing and I always wanted to write and teach and investing is what I know about so I teach investing, I have been doing that at Columbia for 22 years and always wanted to write about it, and so You Can Be Stock Market Genius, see I can&#8217;t even think of the name because &#8212; it was such a bad name but..",0
36,"It was a great marketing name, you may not love the name because it doesn&#8217;t really describe the contents of the book that well, but it certainly caught people&#8217;s attention.","Well it was really supposed to be Any Fool Can Be A Stock Market Genius, but the Motley Fools came out with a book and so I had about 24 hours to change the name and I was canvassing my family and my father said something like, how about You Can Be Stock Market Genius and then in parentheses Even If You&#8217;re Not Too Smart and I kind of giggled about it and we put that in, and it turned out to be one of the worst titles ever &#8212;",0
37,"On the hardcover, the parentheses, Even If You&#8217;re Not Too Smart is part of that.","Yes, so &#8212; but I just really it was really a collection of war stories from you know we had talked about we had run outside money for 10 years doing 50 percent before fees for that period and how did we do that and you know how can you do that, and what is &#8212; what&#8217;s the way you&#8217;d go about attacking that?
And I just had a fun time writing about the war stories and having a good time with it.",0
38,"So let&#8217;s talk a little but about some of those war stories. First, how well does the book hold up 20 years later?","Well I have five kids and made all my kids read it, number one, and so I still think it&#8217;s everything in there is very valid you know many hedge fund managers, I did not write it for hedge fund managers, that&#8217;s really who took to it the most, which is &#8212;",0
39,How to be an interesting surprise.,"Yeah I really wrote it to be friendly and funny and you know just have a good time doing it and I thought I was writing to an audience of average people, but you know, I hadn&#8217;t started teaching at Columbia yet and I realized as soon as I taught my first class back in 96 that, I think I really wrote this at an MBA level because it was about at their level and that wasn’t my goal.
But you know now lots of these big hedge funds hand it out first day when someone walks in and says &#8220;go read this.&#8221;",0
40,"So let&#8217;s talk a little about spinoffs which was such an important part in the first let&#8217;s call it, a third of the book, 90 &#8212; the 20 years or more that proceeded this, a lot of M&amp;A, a lot of conglomerates being formed, it would make sense that the next era that follows it sees a lot of spinoffs but since the book came out, we&#8217;ve seen certainly in the past decade or so, less and less spinoffs, do you think that part of the analysis still holds true or is this just like everything else?","No, no, there are plenty of spinoffs and it&#8217;s inherent now and people have done studies up through last year that show that they did much better than the market as a whole. But that wasn&#8217;t really my point, my point is is that the nature of spinoffs is they are not underwritten securities, they&#8217;re usually given to people who don&#8217;t want them.",0
