,Question,Answer,Buffett_statement
10,"Can I actually talk a little bit about a specific example there and maybe get you to talk about an example? Because one of the things that you talked about was the stability of these companies and their managements in the face of a crisis. So a crisis tells you a lot. And the one company that obviously recently has done extremely well and you could see it is John Deere.
So if you looked at John Deere in 2000, demand fell by 5% and their profit margins fell to zero. If you look at what happens to them in '13, '14, demand falls 35% and their profit margin stays at roughly half of what it was before, which is higher than it had been historically. So clearly, that's a company that's changed and in the face of sort of catastrophic external conditions, has gone from doing quite badly to doing much better. Do you have examples of that from the companies you've invested in, where you've seen them perform through a crisis?","I do in my 27, 28 years of investment, that's the kind of things you'll collect. But normally we don't talk about specific companies.",0
11,But could you share maybe a historical experience of that so that the students in the audience might have a sense of what to look for in looking for this stability?,"Well, Bruce, we've tried this multiple times in your class. I'm not going to change.",0
12,"I know, it's very familiar to me.","And there is a simple logic, a reason why we don't do that. Once you achieve a certain notoriety in a certain field that people tend to really copy that. And that's not the kind of behavior we want to encourage. Instead of giving people fish, it is much better to really teach people how to fish.",0
13,"Ok, so let me do one last question. Do you prefer to be a generalist or a specialist investor and would one work better in the Chinese market than another?","Well, in a sense, you always want to be a generalist in terms of a student of businesses that you're interested&#8230;To be good at this game, you have to have the innate intensive curiosity about a business, all kinds of businesses. It doesn't mean you're going to really, really get to the bottom of it. Oftentimes you don't if you're honest with yourself. But by the time you really get into the companies you really decided to invest, you really better become a true specialist. And to the point of really know, hopefully better than anybody in the world you can find, including the top management team. And the top management team, because they manage the company, they tend to be deeply personally vested in their own biases and may not be able to look at the business as objectively, rationally as you do. And so that's really the test.
So you want to be a true specialist in the company you chose to really invest. You want to be a generalist always of business in general, so that your core competence, your circle of competence is constantly evolving and enlarging over time. If I still really know what I knew when I started my first took your class or when you first invested with me, we would not have&#8230;anywhere near the results that we both enjoyed, so luckily we continue to expand and we continue to learn. But on the other hand, it is fascinating to see that how business evolved over the last few decades will continue to evolve in the next few decades. And that really makes me feel that boy I am lucky to choose this field that I get paid to really satisfy my curiosity and to learn all those great people and great enterprises serving society. So I feel happy every day doing what I do.",0
14,"Ok, so let's talk about the evolution of markets and in particular at a 2010 panel at Columbia Business School, you mentioned that Asia's role in the global financial system was becoming increasingly important. Looking back, how has Asia's role evolved in the last 10 years, and what about China's role going forward in both the world's business economy and in the financial?","(Inaudible) turned out exactly as we predicted, Asia indeed became a lot more important, in particularly China in it, has becomes even more important. As I look at in the next few decades, I would say that the Chinese market, and Asia in general, will become even more important. The set of dynamics that are already set in place, will continue to play out in a robust way, so the Chinese security market in general and Asia economy, that will become increasingly a very, very important, evermore important component of the global market.",0
15,"Well, all right, so let me give you some data that I don't think is widely appreciated. I mean, the Chinese numbers are obviously very difficult to interpret, at least the official numbers. And whenever you see that from a company, the data you really want to look at is the data where there's a reliable counterparty, and the trade data is where there's reliable counterparty, because every Chinese export has to be an import from another country and every Chinese import has to be an export from another country.
Over the last 8 to 10 years, China trade has grown by only about 2.5% per year. That's less than 1% faster than US trade. What does that say about Chinese growth? I mean, that's clearly much slower than the trade growth prior to 2010, 2011, and it's fluctuated obviously, but if anything, it's been slowing down. What does that say about China's future?","It tells you about the characteristics of the Chinese economy has changed fundamentally. You know, up until 10 years ago, what really propels the Chinese growth&#8230;was international trade to a certain extent. And I would say back in 2010, the net trade, meaning the export/import netted out, was roughly about 9% of GDP. And so China's economy was heavily dependent on the global market&#8230;And they were growing really double-digit growth at the time when the rest of the global economy was growing at much, much less, a fraction of that. And so at a certain point, once you become the largest trading nation, you can't really grow, the rest of the world wouldn't be able to keep up. And the other thing that is happening is after the citizens become middle classes, their demand changes from basically just work, saving, into really work and saving and consumption. It's just also human nature.
So roughly around 10 years ago, as you point out, the Chinese economy has slowly evolved into more of a consumer driven economy to the point that interestingly, last year was a watershed year in a sense that the retail sales, the total volume of retail sales for the first time overtaking the United States. China was the largest retail market in the whole world at a $6 trillion. The US was roughly $5.5 trillion. Now grant it that was a special year in the sense that a global pandemic hit other countries harder than China, it's (also said) that China did a better job in managing the pandemic. But basically the trend is there. China is emerging to become the most dynamic, fastest growing consumer market in the whole world, and that is likely to continue for many, many more decades to come. And so that really makes China even more attractive to the global economy in terms of people who want to sell to the consumers, to the middle class in China. And the characteristic of the economy would change and would also really provide unique and interesting opportunities for global investors.",0
16,"Let me just talk a little bit about that. I mean, the thing about retail sales is that it's selling goods. The thing about the developed economies is that they're overwhelmingly service economies, they're not goods economies. And on that dimension, it doesn't look like China's doing particularly well. And as I say, the export data, you could understand that would slowdown, but the fact that the import data has slowed down just as much or more tells you something about the nature of domestic growth in China. What about the challenges in the service sector in China?","Well, you're certainly right that at the current stage, the service sector has yet to become as powerful and dominant as most of the matured and developed economies in the West. And that's really (inaudible) a new set of opportunities for the decades ahead of them. And that's, by the way, not that much different than all the other developed economies at a comparable stage in the development of, say, $10,000, $11,000 per capita GDP, which is where China is today.
But if you look at the underlying dynamics of the various different businesses, different performance, both consumption, retailers and the services are basically the ones that are growing the fastest. And overall, trade internationally is still growing at a robust rate, but not nearly as much as the domestic side of the economy. And so that's why their share of the GDP has gradually began to shrink. So domestic consumption becomes far more important, both goods and the services, as you point out. So that just tells you that a different stage of the economy where it is today.",0
17,So where do you see the unique challenges and opportunities in sort of finding value investment opportunities in China?,"Well, China remains, I think, one of the best market, if you were a value investor. In a sense, the market is still somewhat underdeveloped. The market today is not as representative as the real economy the way, for example, the United States is. And so there's a lot of the development in that regard. And the trading and the investors are still not as mature. And there's still a mentality of fast trading, high turnovers, which actually render some of the companies, again, go through a faster pace of this boom and bust. Again, that usually provides opportunities for those mature patient investors who truly know what they're doing. And also, as you said, in the service sector of the economy when it comes to financial services, is still yet to be developed. And China was really right at this stage in the financial services industry, actually is about to take off in a big way for many reasons. And it just so happens that the Chinese government is quite keen in making macroeconomic policies quite conducive for the development of the financial services industry. And they've begun to open up to the global firms as well in a way that they've never done that before. So all those confluence of factors really make the market that much more attractive today than it was before.",0
18,"Yeah, can I say something about that? Financial services is probably the fifth and sixth largest service sector. The biggest is housing by far. The second biggest is medical care. The third biggest is education. And the fourth and fifth biggest are like wholesale and retail distribution and personal services and then financial services, although in the US it's a little higher than that. What about those sectors in China.",That sector is also growing&#8230;,0
19,"Right, but do you see opportunities in housing&#8230;","Virtually every industry are going through robust growing stage, some more than the others. And even if industry, they're not growing as fast, you can still find interesting companies, values. And I don't have to&#8230;you're the guru for this field. So different people tend to focus on different aspects of the industries and different aspects of the growth profile, some looking at value and high growth companies, some looking for values at moderate growth companies. Some look for value in places that don't grow at all. In fact, they're probably declined and therefore they find even bigger markets. And so if you are a true good investor in that sense, you can find value everywhere. But you will probably be more capable of finding values in dynamically growing economies such as China. They are still growing at multiple times of the matured economy in the West, and there's still enormous amount of inefficiency in this securities market. So that combination of those two really make it enticing.
On top of that one, a whole series of government reform will make those inefficiencies gradually be more efficient. And so that transition offers even more interesting opportunities. So this is a good time for global investors and certainly for U.S. investors as well.",0
20,"Ok, in those terms that as Chinese financial markets are developing. Do you have certain reforms or other things you'd be interested in seeing implemented? You sort of have a top development that you like to see happen in the China financial markets or even in the China economy?","Well in a sense, it's already happening. That's what I mean by the Chinese government regulator has been very keen to develop the Chinese security market. For years and years the Chinese security market is not very representative of China's economy, partially because really the of the IPO rules are based on what they call approval model. You have to go through&#8230;layers of approval process in order to be listed. And so the ones who are listed are the ones who really approved by government, for whatever reason, often not really market driven. Compare with other markets such as the United States, that it is registration based. And so it is market driven. As a result&#8230;the security markets here are quite representative of the true economy. And as the Chinese economy moving from an export import driven economy into more of consumer demand economy, the entrepreneurial companies with market driven dynamics are increasingly playing a larger role. And therefore the financial markets have to reflect the changing dynamics and the Chinese government is determined to reform this IPO process from one of approval process model into one that is much like the United States of registration-based model.
And so we are probably still early in that process. But as that process began to play out, we'll see the financial market become more reflective of the real economy. And the other big changes that is happening is that most of the financing are done through the banking sectors up to the point, 80 plus percent. And over time, the financing is best to really do through what they call &#8216;direct financing', mostly through market driven dynamics of fixed income, equity, etc. And so we see the overall financing model, the Chinese economy, from one that is more indirect, into more direct. And so thus is the reason for opening up this financial service industry, both for domestic players and global players. As we're seeing that dynamic play out over the next decade or so there will be a lot more opportunities and the financial market will become more mature and there will be more institutional players coming into it. And the financial markets will become much, much bigger than what it is today. So those area really all bode well for investors who truly understand what they're doing in China.",0
21,"Now, let me ask another question in that connection. I mean, the thing about a service economy is that services are overwhelmingly locally produced and consumed. There are very few global universities, for example, there are very few global high schools, very few global hospitals. That means that typically if you look at developed economies like the United States with big service sectors, the firms which tend to be local, the service firms that tend to be local, tend to be locally financed. So I assume you know that local banks in the United States are much more profitable than the big global banks. Do you see a comparable trend developing in China that you can take advantage of?",Some yes and some no. I wouldn't say that&#8230;,0
22,"No, I'm just thinking in terms of local experts within China (inaudible) local service businesses, that would include, of course, local banks.","Yeah, well, they tend to really know their local area. But the Chinese regulation in banking is slightly different. So there are only roughly about 15 banks that really have the mandate of being able to take deposit on a national basis. And all the rest of the financial institutions are able to really take deposits in a very, very small, well-defined local region. Whether they're a town, or villages, or the cities, etc. And so it is a heavily, heavily regulated business. And so that really gives them almost an oligopoly type of a status in terms of taking deposit, which is very important and of course, in terms of the source of capital.
So that dynamic is a slightly different than the United States, for example. That the license ability to really be able to open a bank is much, much more relaxed in the United States than in China. As a result, basically the dynamics of the larger national versus local or regional banks and other financial institutions, are more driven by basically the business dynamics and market dynamics. And this is very different than in China. It is driven first and foremost by the regulation regime. And so, that makes the comparison of the banks really quite different in China than the United States.",0
23,So somebody investing in banks in China have to be an expert in Chinese regulation?,Absolutely.,0
24,A specialist?,"Yes. (Inaudible) if you invest anything, I recommend you better become the most knowledgeable specialist on the planet before you really invest and hold it through the ups and downs and the thick and thins. And if you do understand them and they are good, it is far more profitable to hold over the long period of time.",0
25,"Ok, so why don't we talk more broadly about new trends in value investing? So among them many popular and rising technological fields such as 5G, Bitcoin, AI, has any of that attracted your interest as a value investor and why?","Well, as I said, if you're an investor, you really want to find out what really influenced the change of your companies. The one big forces that are really quite prominent is the fast acceleration of technological changes. And of course, you need to be well aware of those mega technological trend. This current wave that started 40, 50 years since the invention of the semiconductor, particularly the integrated circuit, that really ultimately led to personal computer and computational proliferation, the computation power to ordinary citizens. And from there, there's also the evolution of communication technologies and then the invention of the internet somewhere 25, 30 years ago. From there, the mobile internet.
So the intersections of computing as well as the omnipresent and instantaneous communication really led to this new phenomena of artificial intelligence and the data economy as a result of it. And so this wave of technological change over the last 40 years has fundamentally altered the business landscape of all kinds, basically. And so whatever kind of investor you are, we do need to be aware of these huge changes. And how do you deal with that in a sense? Well you're investing in businesses that are either well insulated from those technological change or in companies whose management team is quite capable of adapting to those technological changes better than their competitors. Or in companies that are leading those changes or enabling changes so that those changes are really on your side. And so, now do you have to be a true expert to the point of an engineer? I don't think you do, but you do need to be broadly aware of all of us have big technology changes. Now, if you happen to be a venture capitalist in those fields then of course you do, but if you're a generalist and study all the businesses, you need to be aware of those trends. How does it really impact in the industry, in the companies that you're invested in? So we are still really in the middle of that gigantic wave that started with the invention of the semiconductor.",0
26,"By the way, do you know when the transistor was invented?","Well, that's a longer I know that.",0
28,And the first (integrated circuit) was 1961.,"Yes, yes. You're referring to the time (technology) really gets integrated into industry. So that really started this whole revolution that we're actually still in the middle of it. And the current wave of neural network based artificial intelligence is just kind of the recent iteration. And the data economy that as a result of it is the newest adaptation by industries in response to that new technology. We're going to see more of it as time evolves from here.",0
29,"Do you see opportunities to invest in new technologies? Do you have an example, maybe in your past where you did invest successfully in a new technology?","We have, in a sense, back in the days I was trying to learn about businesses, I invested in a number of startups. And so I am fascinated about the technologies. And today we have somewhat smaller exposure to that. But it is fascinating. It's not really that (I'm) not interested in technology. It's just that it's not that easy to predict their impact because of the pace of change. It does require a different aptitude, different domain expertise, etc. The other things is we chose to have other set of easier opportunities. We just happened to be lucky.",0
30,"All right. So let's talk about a specific example. A lot of smart people believe that renewable energy is the next big revolution. And you've done a lot of work on battery technology and BYD. So is that something that you think about beyond batteries? What's your outlook for the electrical vehicle industry say in the next five years, or is it overheated now? Where is Tesla going?","So the car industry is simultaneously kind of being impacted by you know, four or five big megatrends. Electrification, ride sharing, autonomous driving, and the intelligent design. All of those really going into the industry simultaneously. And so that really attracted more entrants and that really heated the competition. Also, against the broad background of climate change, the carbon neutral revolution in the sense. So as a result of the industry that really has last for 100 years is really being turned upside down. On the other side, it is a gigantic industry. So other than housing, that's probably one of the biggest industry. So the prize is also in the end. In the process though, the competition is going to become very, very intense. Still it does still have that characteristic of being a scale economy, as we talked about it in the beginning of our dialogue. So the survivors or the winners do need to have a certain scale in order to be able to win in the end. So it is still early to predict who will be the ultimate winner, but it is not early at all to predict those mega trends are here to stay. 
So five years there will be far more electric cars sold. We have seen the European countries began to declare a deadline to stop basically gasoline powered cars. China is following that up, I think, in due course. And we are going to see those megatrends here to stay. And five years from now, that trend will become even more prominent than what it is today. But it is very difficult to predict the ultimate winner&#8230;and it continues to attract new entrants at this point. But I do think that the ones that really possess unique technology, have the scale, and have the right strategic focus ultimately will do well.",0
31,Do you have a sense of which companies will do well?,"Well I bet once. So I let my money speaker for itself. But we're not going to be the only ones, there will be a few. It is a gigantic industry.",0
32,"Ok, so in terms of value investing education, you actually played a big role in promoting and advocating value investing from the books to actually you underwrote this class that we talked about where I went to Peking University and I think it still survives. What's your vision for the kind of education that a new investor should embrace and where that education might be available?","Well, first of all, thank you Bruce for coming to teach at the Peking University value investing classes that my colleague Jing Chang and I started six years ago. And now it's six year and it's still running and running very well. And you have played an important role to that. And I think our original inspiration for that class was really based on pretty much your class and your class was pretty much inspired and a continuation of Ben Graham's class&#8230;Graham and Dodd, which had, among others, Warren Buffett as a student. And I'm your student. (There'll) be many more much brighter investors coming after us. And that's a good thing. So we're trying to really do our part to pass on both the philosophy, the thinking, and the practical art of investing to the next generation, in a sense. So in terms of the younger students when you start today. So I think a few things will be important. When I talk to young students and people who started out trying to get into the field, I say several things that are important.
&#8216;A' to always adopt an owners mentality. And so I like to really ask a student or analyst at our firm basically to imagine that all of a sudden that one of your unknown uncles died and handed over 100% ownership of the company to you. And that's the business you were going to study. So any company, think starting point that way. And once you really kind of think you own 100 percent of it, your mentality is totally different. So you never know that business existed, now you own 100%. You have no idea how to run it. You don't know the people who run it. What do you do? You want to know everything, everything you can possibly get your hands on.
And a lot of the things you know, you don't really understand. You just know the facts. You don't understand it. But that's OK. You're going to continue to learn until you get a handle of it. And even if then because of the constant change, you're going to continue to evolve your knowledge of it. Now, if you adopt that mentality, study any businesses, you have really started the process of becoming a real value investor. So that's the first thing.
The second thing is you really want to maintain intellectual honesty. And that is very, very important. You have to be really honest about what you know, what you assume&#8230;what you pretend&#8230;subconsciously&#8230;and what you don't know. How do you know that? One of the things that Charlie has talked about that I think makes the most sense is, (he's) said that &#8220;I'm never entitled to have a view until I can find the smartest people on the planet who took the other side of that view and I can argue better the opposition than he does. When I can do that, I would be entitled to have a view.&#8221; The same thing applies to investing in a sense. That intellectual honesty is a good life philosophy to begin with. It is critical. It is vital when it comes to investment. Because, as I said, the security market almost exists to really find your weaknesses, your dishonesty, your pretension, your mushy knowledges. And if you do not really possess that fundamental attitude of intellectual honesty, you'll get destroyed at some point during your career by the financial market. It was almost designed that way to catch you.",0
33,"Can I say something about that? Because it is better than designed that way. Every time you buy a security thinking it's going to do well, somebody else is selling you that security, thinking it's going to do badly, and vice versa. And one of you is always wrong. So you better be sure that you're the one that's on the right side of that transaction.","Well, there is some zero-sum aspect, but not always.",0
34,Oh no! It's 100% zero sum. The average return to all investors in any asset class and therefore in all those asset classes is the average return to all those assets.,"Hey Bruce, I take a slightly different view. But I'm never going to argue against my professor, so let's just agree to disagree on that point.",0
